39.94735246,14.04507815,26.59093823,4.32550698,19.88243189,11.48627691,17.56985212,17.6122806,11.08762026,18.56408795,20.42011843,11.54290117,9.35325007,18.30932471,13.94076981,-12.7572009,35.89358014,10.66126197,8.20917172,6.75237615,17.97192533,15.81529429,12.62464316,16.23897602,14.2902989,13.49451854,20.94590249,18.43239419,11.49013625,19.05028542,16.76425117,-3.90466644
39.99035994,13.8523863,26.61122559,4.45428522,20.22862449,11.56507344,17.61567809,18.26931099,11.49135752,18.44412222,21.04433459,11.83295698,9.13965009,18.67723346,14.35728602,-12.75525734,35.44472168,10.077201,7.75944477,7.48432586,18.84498127,16.58358352,12.60336534,16.0117693,14.09035699,13.52247326,21.80504787,19.18844213,11.51394773,18.21325044,16.02766039,-4.09632455
39.98236655,13.7429136,26.42328245,4.47351356,19.96431662,11.41426867,17.39969433,17.89433331,11.24749223,18.5534233,20.65070382,11.5771274,9.0596723,18.81018399,14.35306119,-12.66990246,34.90370578,10.61805703,8.17590391,11.01302455,26.33128789,23.17153334,12.98033734,16.49645143,14.51687726,13.50729081,20.56151071,18.09412943,11.58194944,18.18033486,15.99869468,-3.92791113
39.87429486,13.56198885,26.20680053,4.69870946,19.99155584,11.38018772,17.16905822,17.84042534,11.2385557,18.49772265,20.51381074,11.56308403,9.09219205,18.8909518,14.41851583,-12.41095375,36.10944507,10.54536766,8.1199331,9.36249623,21.45320789,18.87882295,13.33655361,16.90567724,14.87699597,13.52527097,20.61778752,18.14365302,11.6345701,18.06404555,15.89636008,-3.69317772
39.84884891,13.59033342,26.16403797,4.77348906,19.91573893,11.3851516,17.39125941,18.05509956,11.11647264,17.87487949,20.39497535,11.52094492,9.28502826,18.69339264,14.12426526,-12.31893508,35.15410004,8.42331933,6.48595588,10.09416759,23.07941479,20.30988501,13.90517849,17.37923418,15.29372608,13.49451854,20.94590249,18.43239419,11.72594992,17.94453165,15.79118785,-3.59075724
39.82385359,13.66633312,26.23173386,5.02079952,19.95432601,11.41606115,17.57035166,18.19937384,11.06149469,17.89486812,20.38164896,11.57223964,9.3132408,18.58055474,13.94108793,-12.3831216,35.9120429,8.88709695,6.84306465,6.79248888,18.10921803,15.93611187,13.84974479,17.23120716,15.1634623,13.58084757,21.20874177,18.66369276,11.50721537,18.17217087,15.99151037,-3.35561673
39.8277483,13.62139836,26.38398027,5.31124363,20.26150739,11.70568164,17.61051164,18.54015332,11.22070043,17.89225105,20.55326674,11.85000208,9.38075658,18.58356611,14.10010019,-12.53220978,34.59656976,10.25936117,7.8997081,14.23374156,33.31865915,29.32042005,14.20133757,18.18649893,16.00411905,13.73473158,20.59282185,18.12168323,11.33866874,18.81043463,16.55318248,-3.39564464
39.99197479,13.53323618,26.59682474,5.16091922,20.77022455,11.95731759,17.32945666,19.34168493,11.80680517,16.91905831,21.39411933,12.6450625,9.23618851,19.03012659,14.71793572,-12.74976262,35.01387586,10.45331213,8.04905034,9.24288308,22.20694255,19.54210944,16.69972869,22.42274531,19.73201587,13.75265496,22.1869207,19.52449021,11.31880266,19.04338529,16.75817905,-3.65557504
40.03643453,13.09300354,26.5999749,6.06350307,22.21299696,12.44681146,17.41680107,21.27111422,12.93580314,16.04591572,23.65076015,13.94053281,8.88717783,20.53060148,15.89383398,-13.01187692,35.84440798,9.25683407,7.12776223,16.50782443,35.95449511,31.6399557,19.04992826,28.55681399,25.12999631,13.49451854,20.94590249,18.43239419,10.92111489,19.23999452,16.93119518,-3.14035253
39.88996547,12.38459787,26.75481026,9.83149757,24.70171803,13.35135711,18.17819253,23.41752884,14.13135867,15.50045936,25.51639948,15.57918951,6.75856173,23.0470677,16.74401325,-13.02089763,36.93253574,11.89683924,9.16056622,16.3646703,33.492387,29.47330056,18.55148651,29.58168535,26.03188311,14.11245662,24.29711575,21.38146186,9.86763849,22.4932478,19.79405806,-3.02631209
