107.,195.,0.,151.,0.,85.,140.,1.,0.,115.,118.,0.,12.,78.,182.,215.,0.,237.,0.,98.,172.,280.,365.,213.,40.39659554,9.02536282,19.83091341,7.87638594,12.87749975,7.36192033,6.96420393,11.11504007,8.76331741,9.7626746,13.87558471,9.29559983,15.16219613,18.63359971,13.51329012,6.86607614
107.,194.,0.,151.,3.,85.,140.,0.,0.,114.,118.,1.,13.,79.,182.,214.,1.,237.,0.,98.,173.,280.,364.,213.,40.37503878,9.0274306,19.85214675,7.82588577,12.90880635,7.38320458,6.9618478,11.13200554,8.77745213,9.75427848,13.88123589,9.31639328,15.19473846,18.63020704,13.5147781,6.85178703
108.,196.,0.,152.,3.,85.,140.,1.,0.,112.,117.,1.,12.,79.,181.,214.,0.,238.,0.,99.,174.,280.,365.,214.,40.32669549,8.99589047,19.85625089,7.67294303,12.92780435,7.40677593,6.85238884,11.16526777,8.83042353,9.50710016,14.0502851,9.3903803,14.88062509,18.79442121,13.56362152,6.84350651
107.,195.,0.,151.,3.,83.,139.,1.,0.,111.,116.,0.,12.,78.,181.,213.,1.,238.,0.,100.,174.,281.,365.,213.,40.31507565,8.96719503,19.89821455,7.41047117,12.8290029,7.38350114,6.63748198,11.03100994,8.81286847,9.36431001,14.05345471,9.40107862,14.76151236,18.71397567,13.58748563,6.87796575
108.,196.,0.,152.,3.,83.,139.,0.,0.,109.,116.,1.,12.,79.,181.,212.,0.,238.,0.,101.,174.,280.,365.,214.,40.36090533,9.08388442,20.02104318,7.31377908,12.80549162,7.3671233,6.48665324,10.9371713,8.75851379,9.26596348,13.97330853,9.34507557,14.57758573,18.73549446,13.5899088,6.88396817
107.,195.,0.,152.,3.,85.,139.,1.,0.,106.,115.,1.,12.,79.,181.,211.,1.,238.,0.,100.,175.,280.,365.,213.,40.32411446,9.18590046,20.07686672,7.26853041,12.83334016,7.36474282,6.46665633,10.95710176,8.80511293,9.16681993,14.00438246,9.34355998,14.28578218,18.86869541,13.68381767,6.81595922
109.,196.,0.,153.,3.,85.,140.,1.,0.,101.,115.,1.,12.,79.,180.,210.,1.,238.,0.,101.,174.,281.,365.,214.,40.36296711,9.26199272,20.28824899,7.32730551,13.01318279,7.39011547,6.61865179,11.3144303,8.91515743,8.95361219,14.20055787,9.31828913,13.86105165,19.08320573,13.71056573,6.77157372
116.,202.,0.,159.,3.,83.,140.,1.,0.,95.,114.,1.,12.,79.,180.,208.,1.,238.,0.,103.,177.,280.,365.,214.,40.38295134,9.3222791,20.39134371,7.36976349,13.13162146,7.44518585,6.73718043,11.35798297,8.94550818,8.72045448,14.32214578,9.38520816,13.65297881,19.17936216,13.86610437,6.74857091
128.,212.,0.,169.,4.,77.,138.,1.,0.,80.,113.,0.,12.,67.,181.,204.,1.,239.,0.,104.,178.,280.,365.,214.,40.19200872,9.27016243,20.30530434,7.53835351,13.34211637,7.48727723,7.11527116,11.53741546,8.96621982,8.7146362,14.36921769,9.42171734,13.45043568,19.30436931,13.93386748,6.42521206
142.,222.,0.,179.,4.,74.,138.,1.,0.,74.,113.,1.,13.,62.,182.,202.,1.,243.,0.,113.,179.,281.,365.,214.,40.04230208,9.54590634,20.31295433,7.70428313,13.76151676,7.69429112,7.61570554,11.3275127,8.71882396,9.0422955,14.33234038,9.30646957,13.1096603,19.57634672,14.17787942,4.88837882
176.,246.,0.,207.,5.,68.,138.,1.,0.,72.,113.,1.,14.,59.,183.,202.,0.,245.,0.,114.,180.,281.,366.,215.,40.11338019,9.84585531,20.64204138,7.43551377,13.69695535,7.62837193,7.83896363,11.1069697,8.46715646,9.70693174,14.31181775,9.22515417,13.19531136,19.38916438,14.20669714,3.70838065
194.,259.,0.,219.,6.,66.,137.,1.,0.,57.,111.,1.,14.,51.,184.,197.,0.,250.,0.,124.,182.,281.,366.,215.,40.47487193,10.65602916,21.04781255,7.23287062,14.63359209,8.21977342,8.35487702,11.8258709,8.63898371,10.93529562,15.15328348,9.4921617,14.23027814,19.27518764,14.20532804,1.05484284
238.,292.,0.,253.,7.,60.,136.,0.,0.,57.,112.,1.,16.,43.,182.,194.,1.,252.,0.,129.,180.,281.,366.,216.,40.93073089,10.81516454,21.79906705,7.29590022,16.28089956,9.23659716,9.34708929,13.33905305,9.25565939,11.81602297,16.90468005,9.86366592,14.54814635,19.42190376,14.31348163,-2.1738209
262.,310.,0.,273.,8.,51.,135.,1.,0.,52.,110.,1.,15.,44.,183.,193.,1.,254.,0.,131.,181.,282.,367.,217.,41.4472671,11.42122736,22.06685259,7.95128796,17.93258188,10.06471053,9.7474695,14.28397147,9.573368,12.39645962,18.29704801,10.18354356,15.34389835,19.59590692,14.46310867,-5.42963063
284.,328.,10.,290.,10.,47.,136.,1.,0.,47.,110.,1.,18.,40.,184.,192.,1.,257.,0.,135.,182.,283.,367.,219.,41.76347258,11.38219565,21.56772481,9.32068888,20.24110171,11.1765287,11.36307408,15.87532359,10.21613941,13.64689089,19.96953782,11.13313004,15.59793626,20.25991725,14.80918952,-8.6615578
325.,363.,55.,324.,11.,38.,135.,1.,0.,50.,110.,0.,18.,43.,181.,189.,1.,259.,0.,137.,181.,284.,368.,219.,42.28897512,11.44068134,22.11663576,9.95613766,23.69504112,12.99994418,12.83321978,19.0699193,12.13926326,15.42102434,22.42660484,12.72253654,16.07638833,21.25336824,15.58590628,-11.62380926
346.,380.,87.,343.,11.,35.,136.,1.,0.,50.,111.,1.,19.,42.,180.,188.,1.,262.,0.,141.,179.,285.,368.,221.,43.66594869,11.85186681,23.19610247,9.69481587,25.8417067,14.27643649,12.44707756,21.91902002,13.89893975,15.84735162,24.70459243,13.40164688,15.98529309,22.03339536,16.46420106,-16.98070572
387.,415.,170.,380.,12.,31.,136.,1.,0.,53.,110.,1.,21.,40.,182.,192.,1.,263.,0.,141.,172.,285.,370.,222.,44.48384212,11.98070941,23.53441987,8.96772307,28.90331704,15.83816805,11.64440426,23.57410886,14.43715872,15.41173834,25.87741833,13.927341,15.62979031,22.44903677,16.48057618,-20.67377744
408.,435.,214.,397.,15.,27.,138.,1.,0.,54.,110.,1.,21.,39.,182.,191.,1.,266.,0.,143.,171.,287.,370.,225.,45.37015439,12.37423166,24.61123099,9.33416444,32.36352126,17.67511065,13.85311117,25.78297221,15.48107583,14.97279424,27.69545302,14.20006309,14.36213664,24.29681718,17.18202817,-25.51396951
428.,452.,261.,409.,16.,22.,139.,1.,0.,55.,111.,1.,24.,42.,182.,194.,1.,267.,0.,144.,170.,289.,371.,227.,45.40324144,11.69276713,24.80228553,7.29990469,32.42723193,17.78844516,14.58876392,27.36838585,16.43961262,15.32415752,28.93077939,14.85254536,12.90533054,25.45156551,18.03866733,-29.51301844
455.,477.,353.,432.,18.,11.,146.,1.,0.,49.,112.,1.,25.,47.,181.,195.,0.,266.,0.,143.,170.,289.,371.,227.,44.93621197,11.34395325,24.99722906,7.80329133,35.32903077,19.35995667,12.94788877,28.079807,17.41002737,13.27995435,30.03886783,15.05494344,12.5848591,26.95204113,19.78153195,-34.14222803
467.,492.,395.,446.,17.,9.,149.,1.,0.,41.,114.,0.,26.,45.,179.,193.,1.,265.,0.,140.,169.,289.,370.,228.,43.75388114,9.84915307,25.76246186,7.44360297,40.41075897,22.3543151,12.25120215,32.97904408,21.70905734,12.8130581,35.51053368,18.85850608,11.61858241,30.2653506,22.15527238,-39.85781483
482.,517.,449.,464.,19.,8.,151.,1.,0.,31.,117.,1.,28.,44.,179.,192.,1.,264.,0.,144.,166.,289.,370.,227.,42.06147034,8.40254017,25.59504276,8.23243736,44.03983692,24.76721278,12.54704192,33.52633868,23.26985744,10.7001023,35.64519464,19.48943522,12.00220337,30.77713006,21.93074524,-44.46182877
484.,524.,464.,466.,20.,9.,152.,0.,0.,23.,119.,1.,29.,44.,179.,189.,1.,253.,0.,136.,166.,289.,370.,228.,42.1434859,8.13404668,26.14442591,6.31486113,45.60073722,25.22433918,12.38082162,39.53728886,28.08411718,11.18325461,41.35448583,21.94096619,11.32191061,34.71886808,23.62795745,-49.1515622
485.,526.,471.,467.,19.,11.,154.,1.,0.,23.,120.,1.,31.,43.,180.,187.,1.,254.,0.,139.,168.,290.,370.,229.,41.84553735,7.39520435,26.05414104,2.10860283,39.01220762,21.61386912,12.74813434,37.88397114,26.56447358,12.12996755,40.69396298,22.17319622,10.21394346,35.03901282,23.09933465,-51.10448311
485.,526.,477.,467.,18.,11.,154.,0.,0.,24.,119.,1.,30.,45.,180.,186.,1.,250.,0.,135.,169.,290.,370.,229.,41.8094766,7.12806593,25.53156408,4.71761442,32.56928354,17.74311017,13.11687649,35.48315716,23.99289987,10.60786102,37.49713531,20.26722626,9.59082086,34.95671086,23.0167782,-52.45167083
485.,527.,479.,466.,19.,11.,154.,0.,0.,25.,118.,1.,31.,47.,179.,186.,1.,250.,0.,136.,169.,289.,370.,229.,41.95148029,7.40623877,25.2225978,5.77354233,31.27761547,16.83592905,12.98622026,34.03266624,23.49523835,9.7258005,36.29947637,19.8010605,8.79925835,35.10576197,22.97505261,-53.18904261
485.,526.,477.,466.,19.,12.,154.,0.,0.,22.,118.,1.,30.,47.,179.,186.,1.,251.,0.,136.,170.,290.,370.,229.,41.74895957,7.48053872,24.73083069,5.99118214,30.38924872,16.16797525,12.7605583,33.45131644,23.12342375,8.90484715,35.14336694,19.425606,9.03393058,34.14687295,22.33360326,-53.72296542
485.,526.,475.,467.,20.,14.,154.,1.,0.,20.,117.,1.,30.,46.,179.,186.,1.,252.,0.,138.,169.,290.,369.,229.,41.7082927,7.33140411,24.67391742,5.50339547,30.67089279,16.41308319,12.58817406,33.60838307,23.151673,8.7322417,34.99806446,19.38503286,9.35376523,33.56269644,22.1104898,-53.68942442
486.,526.,472.,467.,19.,14.,154.,1.,0.,22.,118.,1.,28.,49.,178.,186.,1.,253.,0.,137.,167.,289.,370.,228.,41.60183724,7.39757364,25.01662234,4.75784216,31.07709326,16.53606316,12.44923607,33.76043371,23.05470083,9.10202268,35.1684521,19.34909425,9.79688623,33.29851133,21.85383453,-53.42202253
481.,515.,450.,460.,19.,10.,152.,0.,0.,21.,117.,1.,26.,54.,176.,186.,1.,251.,0.,133.,171.,289.,369.,228.,41.53731951,7.70647714,26.38926993,2.68344083,34.31235654,18.33206935,11.84593517,35.81580001,23.80935586,10.46203239,36.99070767,19.86009272,10.32776991,32.74779173,21.7979177,-52.34766259
472.,500.,418.,448.,18.,2.,148.,1.,0.,24.,113.,0.,26.,63.,173.,191.,1.,241.,0.,120.,171.,288.,370.,228.,40.98446845,8.4857577,28.94208037,3.10402383,39.55109387,21.02704973,9.9988039,38.58382168,25.6746341,12.77991262,39.87540612,20.94355887,10.4243257,32.74260852,21.35565261,-50.37892381
